"TABLE 5.—LIST OF MEDICARE SEVERITY DIAGNOSIS-RELATED GROUPS (MS-DRGS), RELATIVE WEIGHTING FACTORS, AND GEOMETRIC AND ARITHMETIC MEAN LENGTH OF STAY—FY 2013"								
MS-DRG 	FY 2013 Final Rule Post-Acute DRG	FY 2013 Final Rule Special Pay DRG	MDC	TYPE	MS-DRG Title	Weights	Geometric mean LOS	Arithmetic mean LOS
933	No	No	22	MED	EXTENSIVE BURNS OR FULL THICKNESS BURNS W MV 96+ HRS W/O SKIN GRAFT	2.3740	2.5	5.3
934	No	No	22	MED	FULL THICKNESS BURN W/O SKIN GRFT OR INHAL INJ	1.5123	4.0	5.7
935	No	No	22	MED	NON-EXTENSIVE BURNS	1.3410	3.3	5.0
939	No	No	23	SURG	O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W MCC	2.7769	6.2	9.1
940	No	No	23	SURG	O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W CC	1.8108	3.6	5.3
941	No	No	23	SURG	O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W/O CC/MCC	1.1776	2.1	2.7
945	Yes	No	23	MED	REHABILITATION W CC/MCC	1.3204	8.3	10.1
946	Yes	No	23	MED	REHABILITATION W/O CC/MCC	1.2530	6.5	7.4
947	Yes	No	23	MED	SIGNS & SYMPTOMS W MCC	1.1131	3.6	4.8
948	Yes	No	23	MED	SIGNS & SYMPTOMS W/O MCC	0.7010	2.7	3.3
949	No	No	23	MED	AFTERCARE W CC/MCC	0.9372	2.8	4.2
950	No	No	23	MED	AFTERCARE W/O CC/MCC	0.5693	2.3	3.3
951	No	No	23	MED	OTHER FACTORS INFLUENCING HEALTH STATUS	0.8105	2.4	5.9
955	No	No	24	SURG	CRANIOTOMY FOR MULTIPLE SIGNIFICANT TRAUMA	5.4170	8.1	11.5
956	Yes	No	24	SURG	"LIMB REATTACHMENT, HIP & FEMUR PROC FOR MULTIPLE SIGNIFICANT TRAUMA"	3.6372	6.9	8.4
957	No	No	24	SURG	OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W MCC	6.4182	9.9	13.9
958	No	No	24	SURG	OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W CC	3.9004	7.2	9.1
959	No	No	24	SURG	OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W/O CC/MCC	2.5646	4.7	5.8
963	No	No	24	MED	OTHER MULTIPLE SIGNIFICANT TRAUMA W MCC	2.8483	5.8	8.5
964	No	No	24	MED	OTHER MULTIPLE SIGNIFICANT TRAUMA W CC	1.4975	4.4	5.5
965	No	No	24	MED	OTHER MULTIPLE SIGNIFICANT TRAUMA W/O CC/MCC	0.9600	3.0	3.6
969	No	No	25	SURG	HIV W EXTENSIVE O.R. PROCEDURE W MCC	5.4815	12.0	16.3
970	No	No	25	SURG	HIV W EXTENSIVE O.R. PROCEDURE W/O MCC	2.6631	5.5	7.4
974	No	No	25	MED	HIV W MAJOR RELATED CONDITION W MCC	2.5943	6.8	9.6
975	No	No	25	MED	HIV W MAJOR RELATED CONDITION W CC	1.3142	4.8	6.2
976	No	No	25	MED	HIV W MAJOR RELATED CONDITION W/O CC/MCC	0.8416	3.3	4.1
977	No	No	25	MED	HIV W OR W/O OTHER RELATED CONDITION	1.0517	3.5	4.7
981	Yes	No		SURG	EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC	5.0270	10.5	13.7
982	Yes	No		SURG	EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC	2.8276	6.0	7.8
983	Yes	No		SURG	EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC	1.7175	2.9	3.8
984	No	No		SURG	PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC	3.6217	10.6	13.1
985	No	No		SURG	PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC	2.0895	6.1	8.2
986	No	No		SURG	PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC	1.0710	2.5	3.6
987	Yes	No		SURG	NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W MCC	3.3374	8.6	11.4
988	Yes	No		SURG	NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W CC	1.8141	5.0	6.7
989	Yes	No		SURG	NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC	1.0150	2.2	3.0
998	No	No		**	PRINCIPAL DIAGNOSIS INVALID AS DISCHARGE DIAGNOSIS	0.0000	0.0	0.0
999	No	No		**	UNGROUPABLE	0.0000	0.0	0.0
								
MS-DRGs 998 and 999 contain cases that could not be assigned to valid MS-DRGs.								
								
